@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":21:13:21:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":4597:13:4597:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":5361:13:5361:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":6171:13:6171:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":6280:13:6280:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":6318:13:6318:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":6391:13:6391:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":7280:13:7280:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":8337:13:8337:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":9296:13:9296:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":10032:13:10032:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":10747:13:10747:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":10781:13:10781:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":10817:13:10817:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":10864:13:10864:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":10898:13:10898:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":11764:13:11764:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":12807:13:12807:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":12819:15:12819:27|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":12830:13:12830:25|User defined pragma syn_black_box detected
@W: CG100 :"C:\Libero_Projects\PF_Mi_V_Tut\component\polarfire_syn_comps.v":12843:13:12843:25|User defined pragma syn_black_box detected
@W: CG1337 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Actel\DirectCore\COREAXI4INTERCONNECT\2.8.103\rtl\vlog\core\Axi4Convertors\AHBL_Ctrl.v":297:9:297:26|Net axi_read_not_ready is not declared.
@W: CG1337 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Actel\DirectCore\COREAXI4INTERCONNECT\2.8.103\rtl\vlog\core\Axi4Convertors\DWC_UpConv_AChannel.v":457:10:457:18|Net addr_beat is not declared.
@W: CG1337 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Actel\DirectCore\COREAXI4INTERCONNECT\2.8.103\rtl\vlog\core\Axi4Convertors\DWC_UpConv_AChannel.v":461:10:461:13|Net mask is not declared.
@W: CG1337 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Actel\DirectCore\COREAXI4INTERCONNECT\2.8.103\rtl\vlog\core\Axi4Convertors\DWC_UpConv_AChannel.v":498:10:498:14|Net FIXED is not declared.
@W: CG203 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\DDR3_0\DDR3_0.v":2596:52:2596:52|Decimal constant '4294967295' is too large as a 32-bit signed constant, and hence truncated to 32-bits. Use sized constant format to make it an unsigned constant.
@W: CS138 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Microsemi\MiV\MIV_RV32\3.0.100\core_merged\miv_rv32_core_merged.v":23965:0:23907:8|Macro definition for RAM_BIST_VIEW_BEHAV not found. Cannot undefine.
@W: CS138 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Microsemi\MiV\MIV_RV32\3.0.100\core_merged\miv_rv32_core_merged.v":23966:0:23907:8|Macro definition for RAM_BIST_VIEW not found. Cannot undefine.
@W: CS141 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Microsemi\MiV\MIV_RV32\3.0.100\core_merged\miv_rv32_core_merged.v":25840:14:25840:28|Unrecognized synthesis directive dc_script_begin. Verify the correct directive name.
@W: CS141 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Microsemi\MiV\MIV_RV32\3.0.100\core_merged\miv_rv32_core_merged.v":25843:14:25843:26|Unrecognized synthesis directive dc_script_end. Verify the correct directive name.
@W: CG1337 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Actel\DirectCore\CORESPI\5.2.104\rtl\vlog\core\spi_chanctrl.v":805:7:805:17|Net resetn_rx_s is not declared.
@W: CG360 :"C:\Libero_Projects\PF_Mi_V_Tut\component\Actel\DirectCore\CoreAPB3\4.2.100\rtl\vlog\core\coreapb3.v":244:12:244:20|Removing wire IA_PRDATA, as there is no assignment to it.
@W: CG1283 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Ignoring localparam ADDR_WIDTH_INT on the instance and using locally defined value
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE0_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE1_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE2_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE3_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE4_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE5_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE6_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE7_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE8_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE9_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE10_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE11_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE12_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE13_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE14_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE15_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE16_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE17_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE18_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE19_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE20_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE21_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE22_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE23_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE24_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE25_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE26_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE27_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE28_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE29_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE30_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE31_START_ADDR on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE0_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE1_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE2_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE3_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE4_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE5_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE6_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE7_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE8_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE9_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE10_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE11_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE12_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE13_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE14_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE15_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE16_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE17_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE18_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
@W: CG168 :"C:\Libero_Projects\PF_Mi_V_Tut\component\work\Axi4Interconnect\Axi4Interconnect.v":4470:0:4470:17|Type of parameter SLAVE19_START_ADDR_UPPER on the instance Axi4Interconnect_0 is not in accordance with the type of parameter on corresponding module. Please update RTL with correct parameter type 
